"Country","ccodecow","ISO","CPARTY1","CPARTY2","CPARTY3","CPARTY4","CPARTY5","CPARTY6","CPARTY7","CPARTY8","CPARTY9","CPARTY10","P1Name","P2Name","P3Name","P4Name","P5Name","P6Name","P7Name","P8Name","P9Name","P10Name","P1Abb","P2Abb","P3Abb","P4Abb","P5Abb","P6Abb","P7Abb","P8Abb","P9Abb","P10Abb","Q2.1_1","Q2.1_2","Q2.1_3","Q2.1_4","Q2.1_5","Q2.1_6","Q2.1_7","Q2.1_8","Q2.1_9","Q2.1_10","Q2.2_1","Q2.2_2","Q2.2_3","Q2.2_4","Q2.2_5","Q2.2_6","Q2.2_7","Q2.2_8","Q2.2_9","Q2.2_10","Q2.3_1","Q2.3_2","Q2.3_3","Q2.3_4","Q2.3_5","Q2.3_6","Q2.3_7","Q2.3_8","Q2.3_9","Q2.3_10","Q3.1_1","Q3.1_2","Q3.1_3","Q3.1_4","Q3.1_5","Q3.1_6","Q3.1_7","Q3.1_8","Q3.1_9","Q3.1_10","Q3.2_1","Q3.2_2","Q3.2_3","Q3.2_4","Q3.2_5","Q3.2_6","Q3.2_7","Q3.2_8","Q3.2_9","Q3.2_10","Q3.3_1","Q3.3_2","Q3.3_3","Q3.3_4","Q3.3_5","Q3.3_6","Q3.3_7","Q3.3_8","Q3.3_9","Q3.3_10","Q3.4_1","Q3.4_2","Q3.4_3","Q3.4_4","Q3.4_5","Q3.4_6","Q3.4_7","Q3.4_8","Q3.4_9","Q3.4_10","Q3.5_1","Q3.5_2","Q3.5_3","Q3.5_4","Q3.5_5","Q3.5_6","Q3.5_7","Q3.5_8","Q3.5_9","Q3.5_10","Q3.6_1","Q3.6_2","Q3.6_3","Q3.6_4","Q3.6_5","Q3.6_6","Q3.6_7","Q3.6_8","Q3.6_9","Q3.6_10","Q4.1_1","Q4.1_2","Q4.1_3","Q4.1_4","Q4.1_5","Q4.1_6","Q4.1_7","Q4.1_8","Q4.1_9","Q4.1_10","Q4.2_1","Q4.2_2","Q4.2_3","Q4.2_4","Q4.2_5","Q4.2_6","Q4.2_7","Q4.2_8","Q4.2_9","Q4.2_10","Q4.3_1","Q4.3_2","Q4.3_3","Q4.3_4","Q4.3_5","Q4.3_6","Q4.3_7","Q4.3_8","Q4.3_9","Q4.3_10","Q4.4_1","Q4.4_2","Q4.4_3","Q4.4_4","Q4.4_5","Q4.4_6","Q4.4_7","Q4.4_8","Q4.4_9","Q4.4_10","Q4.5_1","Q4.5_2","Q4.5_3","Q4.5_4","Q4.5_5","Q4.5_6","Q4.5_7","Q4.5_8","Q4.5_9","Q4.5_10","Q4.6_1","Q4.6_2","Q4.6_3","Q4.6_4","Q4.6_5","Q4.6_6","Q4.6_7","Q4.6_8","Q4.6_9","Q4.6_10","Q4.7_1","Q4.7_2","Q4.7_3","Q4.7_4","Q4.7_5","Q4.7_6","Q4.7_7","Q4.7_8","Q4.7_9","Q4.7_10","Q4.8_1","Q4.8_2","Q4.8_3","Q4.8_4","Q4.8_5","Q4.8_6","Q4.8_7","Q4.8_8","Q4.8_9","Q4.8_10","Q5.1_1","Q5.1_2","Q5.1_3","Q5.1_4","Q5.1_5","Q5.1_6","Q5.1_7","Q5.1_8","Q5.1_9","Q5.1_10","Q5.2_1","Q5.2_2","Q5.2_3","Q5.2_4","Q5.2_5","Q5.2_6","Q5.2_7","Q5.2_8","Q5.2_9","Q5.2_10","Q5.3_1","Q5.3_2","Q5.3_3","Q5.3_4","Q5.3_5","Q5.3_6","Q5.3_7","Q5.3_8","Q5.3_9","Q5.3_10","Q5.4_1","Q5.4_2","Q5.4_3","Q5.4_4","Q5.4_5","Q5.4_6","Q5.4_7","Q5.4_8","Q5.4_9","Q5.4_10","METAPARTY","Elec_code","Elec_year","Elec_date","P1PerVote","P2PerVote","P3PerVote","P4PerVote","P5PerVote","P6PerVote","P7PerVote","P8PerVote","P9PerVote","P10PerVote","P1PerSeats","P2PerSeats","P3PerSeats","P4PerSeats","P5PerSeats","P6PerSeats","P7PerSeats","P8PerSeats","P9PerSeats","P10PerSeats","METACOUNTRY","LSQINDEX","ENEP","ENPP","PR","CL","Regime","polity","polity2","GDP","Region","OECD","Turnout","METAEXPERT","R_YearofBirth","R_Gender","R_Countryofbirth","R_Countryofcitizenship","R_Partysupport","R_ideology","Difficulty","LocationLatitude","LocationLongitude","UserLanguage","Expert"
"Mexico",70,"MEX","MEX_ Coalición PRI-PVEM ","MEX_ Partido Accion Nacional","MEX_ Partido de la Revolucion Democrática","MEX_ Movimiento Regeneracion Nacional","MEX_ Movimiento Ciudadano","MEX_ Partido Nueva Alianza","MEX_ Partido Encuentro Social","MEX_ Partido del Trabajo","MEX_ Partido Humanista","MEX_ Independent","Coalición PRI-PVEM ","Partido Accion Nacional","Partido de la Revolucion Democrática","Movimiento Regeneracion Nacional","Movimiento Ciudadano","Partido Nueva Alianza","Partido Encuentro Social","Partido del Trabajo","Partido Humanista","Independent","PRI-PVEM","PAN","PRD","MORENA","MC","PANAL","PES","PT","Partido Humanista","Ind.",10,10,10,10,10,10,10,10,0,0,8,8,NA,10,8,8,8,10,NA,NA,NA,9,9,10,NA,NA,4,9,NA,NA,NA,7,4,2,4,8,8,1,NA,NA,7,7,7,10,8,4,1,10,NA,NA,NA,7,1,4,2,1,10,1,NA,NA,NA,8,8,NA,8,9,10,3,NA,NA,3,1,0,10,0,0,NA,10,NA,NA,7,10,10,10,8,2,0,10,NA,NA,NA,NA,2,8,2,NA,NA,7,NA,NA,NA,9,4,NA,4,9,9,2,10,10,4,2,3,NA,NA,NA,NA,4,NA,NA,7,9,NA,2,NA,NA,NA,4,NA,NA,NA,8,2,1,2,4,9,1,NA,NA,NA,7,2,2,2,NA,8,2,NA,NA,7,3,3,7,3,NA,NA,7,NA,NA,NA,2,NA,7,2,7,NA,7,NA,NA,NA,NA,3,0,NA,4,4,0,NA,NA,NA,NA,3,0,3,NA,NA,0,NA,NA,NA,NA,7,10,NA,NA,NA,7,NA,NA,3,3,3,7,3,3,NA,NA,NA,NA,NA,"MEX_07062015_L1",2015,2015-06-07,37.9,22.1,11.4,8.8,6.4,3.9,3.5,3,2.3,0.6,50,21.6,11.2,7,5.2,2,1.6,1.2,0,0.2,NA,9.14576404681424,4.51408167779388,3.1485353013778,3,3,1,8,8,17244.365234375,9,1,47.7,NA,1973,1,0,0,NA,4,10,19.2928924560547,-99.2238998413086,"EN",1
"Mexico",70,"MEX","MEX_ Coalición PRI-PVEM ","MEX_ Partido Accion Nacional","MEX_ Partido de la Revolucion Democrática","MEX_ Movimiento Regeneracion Nacional","MEX_ Movimiento Ciudadano","MEX_ Partido Nueva Alianza","MEX_ Partido Encuentro Social","MEX_ Partido del Trabajo","MEX_ Partido Humanista","MEX_ Independent","Coalición PRI-PVEM ","Partido Accion Nacional","Partido de la Revolucion Democrática","Movimiento Regeneracion Nacional","Movimiento Ciudadano","Partido Nueva Alianza","Partido Encuentro Social","Partido del Trabajo","Partido Humanista","Independent","PRI-PVEM","PAN","PRD","MORENA","MC","PANAL","PES","PT","Partido Humanista","Ind.",10,10,10,10,8,8,8,8,NA,0,3,9,NA,4,7,NA,NA,NA,7,NA,9,2,3,9,2,7,NA,4,NA,NA,NA,9,1,2,3,NA,NA,2,NA,NA,10,10,10,10,10,10,NA,10,NA,NA,3,10,1,2,1,4,10,2,NA,NA,1,10,10,4,10,3,10,2,NA,NA,8,2,7,10,1,8,NA,9,NA,NA,7,1,2,10,0,7,NA,8,NA,NA,4,NA,8,1,1,7,9,3,NA,NA,NA,NA,0,0,1,4,7,2,10,10,NA,NA,4,4,2,NA,NA,NA,NA,NA,4,9,3,1,9,NA,NA,2,NA,NA,3,9,0,2,0,7,10,2,NA,NA,3,9,1,2,1,7,9,2,NA,NA,7,1,1,8,0,8,8,NA,NA,NA,8,2,0,8,0,10,NA,2,NA,NA,NA,7,4,2,NA,NA,9,NA,NA,NA,NA,7,4,0,NA,NA,NA,NA,NA,NA,NA,7,7,10,NA,NA,NA,NA,NA,NA,7,2,2,10,0,NA,NA,NA,NA,NA,NA,"MEX_07062015_L1",2015,2015-06-07,37.9,22.1,11.4,8.8,6.4,3.9,3.5,3,2.3,0.6,50,21.6,11.2,7,5.2,2,1.6,1.2,0,0.2,NA,9.14576404681424,4.51408167779388,3.1485353013778,3,3,1,8,8,17244.365234375,9,1,47.7,NA,1972,0,0,0,3,3,10,44.4420928955078,-73.0824966430664,"EN",1
"Pakistan",770,"PAK","PAK_ Movement for Justice","PAK_ Pakistan Muslim League, Nawaz Sharif faction","PAK_ Pakistan People’s Party","PAK_ Muttahida Majlis-e-Amal","PAK_ Grand Democratic Alliance","PAK_ Awami National Party","PAK_ Muttahida Qaumi Movement","PAK_ Pakistan Muslim League-Qaid","PAK_ Balochistan Awami Party","PAK_ Independents","Movement for Justice","Pakistan Muslim League, Nawaz Sharif faction","Pakistan People’s Party","Muttahida Majlis-e-Amal","Grand Democratic Alliance","Awami National Party","Muttahida Qaumi Movement","Pakistan Muslim League-Qaid","Balochistan Awami Party","Independents","PTI","PML-N","PPP","MMA","GDA","ANP","MQM","Qaid","Balochistan Awami Party","Ind.",0,10,10,10,10,10,10,10,10,10,7,NA,7,8,NA,8,NA,8,NA,2,3,3,NA,8,8,7,7,7,8,NA,4,7,4,4,NA,4,7,7,NA,NA,NA,9,NA,4,NA,7,4,4,NA,NA,3,NA,2,8,NA,3,3,NA,4,NA,3,4,4,NA,3,NA,3,4,4,NA,7,NA,NA,4,NA,4,7,NA,NA,NA,7,NA,7,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,7,2,2,10,10,2,3,2,10,10,1,3,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,NA,2,NA,NA,NA,NA,1,3,1,4,NA,4,3,4,NA,NA,3,3,NA,NA,NA,3,2,NA,NA,NA,2,2,1,NA,4,1,4,4,NA,NA,2,2,2,2,NA,3,NA,10,10,10,8,NA,NA,NA,8,NA,8,NA,NA,NA,4,4,3,NA,NA,3,NA,NA,NA,NA,NA,4,NA,4,7,4,8,8,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"PAK_25072018_L1",2018,2018-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,7,7,5034.70751953125,4,0,NA,NA,1952,1,1,1,NA,8,5,31.4909057617188,74.3681030273438,"EN",1
"Pakistan",770,"PAK","PAK_ Movement for Justice","PAK_ Pakistan Muslim League, Nawaz Sharif faction","PAK_ Pakistan People’s Party","PAK_ Muttahida Majlis-e-Amal","PAK_ Grand Democratic Alliance","PAK_ Awami National Party","PAK_ Muttahida Qaumi Movement","PAK_ Pakistan Muslim League-Qaid","PAK_ Balochistan Awami Party","PAK_ Independents","Movement for Justice","Pakistan Muslim League, Nawaz Sharif faction","Pakistan People’s Party","Muttahida Majlis-e-Amal","Grand Democratic Alliance","Awami National Party","Muttahida Qaumi Movement","Pakistan Muslim League-Qaid","Balochistan Awami Party","Independents","PTI","PML-N","PPP","MMA","GDA","ANP","MQM","Qaid","Balochistan Awami Party","Ind.",2,7,7,7,7,7,7,7,0,0,2,2,2,2,4,2,2,2,0,0,10,10,10,10,9,10,10,10,10,10,NA,4,3,3,3,4,3,3,3,NA,NA,2,2,2,2,2,2,2,2,NA,NA,8,8,8,8,8,8,8,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,1,1,1,1,1,1,10,10,NA,2,2,2,2,2,2,2,NA,NA,NA,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,9,9,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,NA,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAK_25072018_L1",2018,2018-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,7,7,5034.70751953125,4,0,NA,NA,1974,0,1,1,NA,11,8,33.7709045410156,72.7512054443359,"EN",1
"Mexico",70,"MEX","MEX_ Coalición PRI-PVEM ","MEX_ Partido Accion Nacional","MEX_ Partido de la Revolucion Democrática","MEX_ Movimiento Regeneracion Nacional","MEX_ Movimiento Ciudadano","MEX_ Partido Nueva Alianza","MEX_ Partido Encuentro Social","MEX_ Partido del Trabajo","MEX_ Partido Humanista","MEX_ Independent","Coalición PRI-PVEM ","Partido Accion Nacional","Partido de la Revolucion Democrática","Movimiento Regeneracion Nacional","Movimiento Ciudadano","Partido Nueva Alianza","Partido Encuentro Social","Partido del Trabajo","Partido Humanista","Independent","PRI-PVEM","PAN","PRD","MORENA","MC","PANAL","PES","PT","Partido Humanista","Ind.",7,7,7,7,NA,NA,NA,NA,4,4,NA,9,8,8,8,NA,NA,10,NA,NA,10,8,8,8,8,NA,NA,9,NA,NA,NA,7,3,NA,4,NA,NA,1,NA,NA,9,9,9,9,NA,NA,NA,9,NA,NA,8,10,2,NA,1,NA,10,NA,NA,NA,NA,9,9,NA,10,NA,NA,NA,NA,NA,8,NA,8,10,1,NA,NA,9,NA,NA,8,NA,7,9,1,NA,NA,9,NA,NA,7,7,NA,10,2,NA,NA,10,NA,NA,NA,9,1,3,NA,10,10,0,10,10,4,4,1,9,0,NA,NA,9,NA,NA,2,3,1,0,7,NA,NA,0,NA,NA,3,3,2,NA,0,NA,NA,NA,NA,NA,NA,NA,4,7,1,NA,NA,7,NA,NA,7,7,4,10,NA,NA,10,10,NA,NA,9,7,NA,9,2,NA,NA,9,NA,NA,NA,NA,NA,1,9,NA,NA,1,NA,NA,2,2,2,0,NA,NA,NA,2,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,3,2,2,9,0,NA,NA,9,NA,NA,NA,"MEX_07062015_L1",2015,2015-06-07,37.9,22.1,11.4,8.8,6.4,3.9,3.5,3,2.3,0.6,50,21.6,11.2,7,5.2,2,1.6,1.2,0,0.2,NA,9.14576404681424,4.51408167779388,3.1485353013778,3,3,1,8,8,17244.365234375,9,1,47.7,NA,1945,1,1,1,NA,2,4,19.2928924560547,-99.2238998413086,"EN",1
"South Africa",560,"ZAF","ZAF_ African National Congress","ZAF_ Democratic Alliance","ZAF_ Economic Freedom Fighters","ZAF_ Inkatha Freedom Party","ZAF_ National Freedom Party","ZAF_ United Democratic Movement","ZAF_ Freedom Front Plus","ZAF_ Congress of the People","ZAF_ African Christian Democratic Party","ZAF_ African Independent Congress","African National Congress","Democratic Alliance","Economic Freedom Fighters","Inkatha Freedom Party","National Freedom Party","United Democratic Movement","Freedom Front Plus","Congress of the People","African Christian Democratic Party","African Independent Congress","ANC","DA","EFF","IFP","NFP","UDM","FF","COPE","African Christian Democratic Party","AIC",8,8,8,4,1,2,8,NA,4,1,NA,NA,9,NA,NA,NA,9,NA,NA,NA,10,10,2,10,10,10,2,NA,NA,NA,1,7,0,NA,NA,NA,9,NA,NA,NA,10,10,10,7,7,7,10,10,NA,NA,0,2,0,NA,NA,NA,7,NA,NA,NA,NA,NA,1,NA,NA,NA,10,NA,NA,NA,10,4,10,4,NA,4,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,0,NA,10,8,NA,7,10,8,7,NA,0,NA,0,NA,NA,10,NA,NA,10,10,2,2,2,2,NA,NA,2,2,NA,NA,10,10,NA,8,NA,NA,10,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10,10,10,3,NA,NA,0,NA,NA,NA,7,1,10,4,NA,NA,4,NA,NA,NA,10,1,10,NA,NA,NA,4,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,NA,NA,0,NA,NA,NA,NA,"ZAF_07052014_L1",2014,2014-05-07,62.1,22.2,6.4,2.4,1.6,1,0.9,0.7,0.6,0.5,62.3,22.3,6.3,2.5,1.5,1,1,0.8,0.8,0.5,NA,0.264575131106458,2.27198371442074,2.25718348644561,2,2,2,9,9,13127.447265625,1,0,73.6,NA,1968,0,1,1,NA,8,8,30.0778045654297,31.2852020263672,"EN",1
"Thailand",800,"THA","THA_ Palang Pracharat Party","THA_ Pheu Thai Party","THA_ Future Forward","THA_ Democrat Party","THA_ Bhumjaithai Party","THA_ Thai Liberal Party","THA_ Charthaipattana Party","THA_ New Economics Party","THA_ Prachachart Party","THA_ Puea Chat Party","Palang Pracharat Party","Pheu Thai Party","Future Forward","Democrat Party","Bhumjaithai Party","Thai Liberal Party","Charthaipattana Party","New Economics Party","Prachachart Party","Puea Chat Party","PPRP","PTP","PAM","PP","BJT","TLP","CP","NEP","Prachachart Party","Puea Chat",10,10,10,10,10,10,9,4,NA,4,4,8,8,7,10,NA,NA,2,7,7,2,0,0,1,2,3,NA,4,NA,NA,0,4,9,7,NA,NA,NA,NA,NA,NA,10,10,9,8,7,7,NA,8,NA,8,10,7,1,7,NA,NA,4,NA,9,4,4,9,9,NA,NA,NA,NA,NA,NA,8,3,9,10,7,NA,NA,NA,NA,NA,9,3,10,10,NA,7,NA,NA,NA,NA,9,10,4,3,NA,NA,NA,NA,4,NA,3,2,3,7,NA,10,10,10,NA,10,10,8,8,3,3,4,NA,NA,NA,NA,NA,0,2,10,8,4,NA,NA,NA,NA,NA,10,0,0,3,NA,7,4,8,NA,2,9,4,0,2,NA,NA,NA,NA,2,2,10,1,0,NA,7,NA,NA,3,2,2,10,NA,1,4,8,NA,7,NA,NA,4,10,2,1,NA,NA,NA,7,NA,NA,2,9,7,2,NA,9,3,NA,NA,NA,3,9,7,2,NA,8,3,NA,NA,4,NA,10,4,1,1,NA,2,NA,3,3,3,NA,"THA_02022014_L1",2014,2014-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,0,-3,-3,15646.578125,3,0,NA,NA,1983,0,1,1,NA,2,9,41.9013977050781,-88.7515029907227,"EN",1
"Russia",365,"RUS","RUS_ United Russia","RUS_ The Communist Party of the Russian Federation","RUS_ Liberal Democratic Party of Russia","RUS_ A Just Russia","RUS_ Yabloko","RUS_ Russian Party of Pensioners for Justice","RUS_ Rodina","RUS_ Party of Growth","RUS_ Russian Ecological Party","RUS_ Party of People's Freedom","United Russia","The Communist Party of the Russian Federation","Liberal Democratic Party of Russia","A Just Russia","Yabloko","Russian Party of Pensioners for Justice","Rodina","Party of Growth","Russian Ecological Party","Party of People's Freedom","Rodina","CoR","RPPJ","UR","Greens","CPl","LDPR","PARNAS","Russian Ecological Party","Cpo",10,9,9,9,10,NA,7,8,3,NA,NA,NA,8,4,NA,NA,NA,8,7,NA,9,NA,10,NA,4,9,NA,7,NA,NA,NA,2,NA,4,NA,2,NA,7,NA,NA,10,10,9,10,10,NA,NA,7,NA,NA,8,9,8,NA,4,NA,10,3,NA,NA,9,9,10,4,2,NA,10,2,NA,NA,NA,4,9,3,2,2,NA,2,NA,NA,3,3,NA,2,0,1,NA,2,NA,NA,NA,NA,9,NA,3,NA,10,3,NA,NA,NA,2,4,3,3,2,10,NA,10,10,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4,3,2,7,9,NA,0,NA,NA,NA,8,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,10,10,10,NA,3,NA,NA,2,NA,NA,NA,8,10,NA,8,NA,NA,NA,NA,NA,9,NA,10,NA,0,NA,NA,0,NA,NA,NA,"RUS_18092016_L1",2016,2016-09-18,55.2,13.6,13.4,6.3,2,1.8,1.5,1.3,0.8,0.7,76.2,9.3,8.7,5.1,0,0,0.2,0,0,0,NA,15.7284773579644,2.8872027624756,1.66814853861847,7,6,0,4,4,23162.6328125,5,0,46.9,NA,1986,0,1,1,NA,5,3,59.8981018066406,30.2619018554688,"EN",1
"Pakistan",770,"PAK","PAK_ Movement for Justice","PAK_ Pakistan Muslim League, Nawaz Sharif faction","PAK_ Pakistan People’s Party","PAK_ Muttahida Majlis-e-Amal","PAK_ Grand Democratic Alliance","PAK_ Awami National Party","PAK_ Muttahida Qaumi Movement","PAK_ Pakistan Muslim League-Qaid","PAK_ Balochistan Awami Party","PAK_ Independents","Movement for Justice","Pakistan Muslim League, Nawaz Sharif faction","Pakistan People’s Party","Muttahida Majlis-e-Amal","Grand Democratic Alliance","Awami National Party","Muttahida Qaumi Movement","Pakistan Muslim League-Qaid","Balochistan Awami Party","Independents","PTI","PML-N","PPP","MMA","GDA","ANP","MQM","Qaid","Balochistan Awami Party","Ind.",10,10,10,7,NA,10,10,10,4,8,NA,8,8,NA,NA,NA,2,8,NA,NA,7,NA,3,7,7,4,NA,NA,NA,10,3,4,3,3,3,3,3,4,NA,NA,9,9,9,7,7,7,7,7,NA,NA,NA,7,4,9,NA,4,4,8,8,NA,NA,NA,7,7,NA,7,7,7,7,NA,10,3,8,3,4,7,8,3,4,NA,10,9,9,NA,NA,7,9,7,NA,NA,4,4,4,NA,NA,7,NA,3,8,NA,2,NA,3,4,10,4,3,NA,10,10,1,NA,3,NA,NA,3,NA,NA,NA,NA,7,8,8,8,8,8,8,8,7,NA,3,4,1,NA,NA,3,1,NA,NA,NA,2,2,1,4,3,2,1,3,3,NA,4,4,2,NA,4,2,3,4,4,NA,NA,7,7,NA,NA,7,7,7,NA,NA,3,3,2,NA,NA,3,3,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,10,3,3,4,4,3,7,3,NA,4,NA,7,7,NA,NA,7,NA,NA,NA,7,NA,"PAK_25072018_L1",2018,2018-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,7,7,5034.70751953125,4,0,NA,NA,1970,1,1,1,NA,5,8,31.4909057617188,74.3681030273438,"EN",1
"Russia",365,"RUS","RUS_ United Russia","RUS_ The Communist Party of the Russian Federation","RUS_ Liberal Democratic Party of Russia","RUS_ A Just Russia","RUS_ Yabloko","RUS_ Russian Party of Pensioners for Justice","RUS_ Rodina","RUS_ Party of Growth","RUS_ Russian Ecological Party","RUS_ Party of People's Freedom","United Russia","The Communist Party of the Russian Federation","Liberal Democratic Party of Russia","A Just Russia","Yabloko","Russian Party of Pensioners for Justice","Rodina","Party of Growth","Russian Ecological Party","Party of People's Freedom","Rodina","CoR","RPPJ","UR","Greens","CPl","LDPR","PARNAS","Russian Ecological Party","Cpo",7,7,7,7,7,2,NA,NA,1,0,NA,7,7,NA,4,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,7,1,1,7,NA,NA,7,7,4,NA,7,7,NA,10,NA,NA,8,9,8,8,2,NA,7,NA,NA,NA,7,8,8,7,9,NA,4,3,NA,NA,8,8,9,7,4,NA,NA,3,NA,NA,NA,9,8,NA,3,NA,NA,3,NA,NA,8,8,9,7,NA,NA,NA,NA,NA,NA,4,3,3,2,7,2,2,NA,10,10,7,NA,NA,NA,3,NA,NA,NA,0,NA,3,2,0,3,7,NA,3,NA,NA,NA,7,7,7,7,3,NA,7,NA,NA,NA,7,7,8,NA,3,NA,NA,NA,NA,NA,9,9,9,7,0,NA,7,3,NA,NA,9,NA,9,7,1,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,7,7,7,7,NA,NA,8,NA,NA,7,NA,NA,NA,2,NA,NA,2,NA,NA,NA,"RUS_18092016_L1",2016,2016-09-18,55.2,13.6,13.4,6.3,2,1.8,1.5,1.3,0.8,0.7,76.2,9.3,8.7,5.1,0,0,0.2,0,0,0,NA,15.7284773579644,2.8872027624756,1.66814853861847,7,6,0,4,4,23162.6328125,5,0,46.9,NA,1952,1,0,0,5,5,10,NA,NA,"EN",1
"the Netherlands",210,"NLD","NLD_ People's Party for Freedom and Democracy","NLD_ Party for Freedom","NLD_ Christian Democratic Appeal","NLD_ Democrats 66","NLD_ The Greens","NLD_ Socialist Party","NLD_ Labour Party","NLD_ Christian Union Party","NLD_ Party for the Animals","NLD_ 50PLUS","People's Party for Freedom and Democracy","Party for Freedom","Christian Democratic Appeal","Democrats 66","The Greens","Socialist Party","Labour Party","Christian Union Party","Party for the Animals","50PLUS","VVD","PVV","CDA","D66","GL","SP","PvdA","CU","Party for the Animals","50+",10,10,10,10,10,10,10,10,9,10,NA,9,NA,NA,NA,NA,NA,7,NA,NA,NA,10,NA,2,2,NA,2,NA,NA,9,9,NA,8,NA,2,1,3,4,NA,NA,9,3,7,7,NA,10,9,NA,3,10,4,9,8,1,1,4,2,9,2,3,3,1,7,9,8,2,NA,9,NA,4,9,10,9,0,0,NA,1,7,NA,9,4,NA,4,NA,NA,0,0,0,0,NA,10,9,9,4,2,NA,3,NA,2,NA,9,8,9,7,1,0,2,NA,10,10,NA,10,NA,3,0,NA,2,NA,0,NA,NA,0,NA,10,10,7,9,4,NA,NA,4,7,NA,0,0,4,0,7,0,NA,9,10,9,NA,1,NA,NA,NA,NA,NA,8,10,9,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NLD_15032017_L1",2017,2017-03-15,21.3,13.1,12.4,12.2,9.1,9.1,5.7,3.4,3.2,3.1,27.3,10,8.7,8,0,10,25.3,3.3,1.3,1.3,NA,16.6069262658687,8.63990599782274,5.74930720848138,1,1,2,10,10,48472.54296875,6,1,81.6,NA,1977,1,1,1,NA,4,3,52.3533935546875,4.90870666503906,"EN",1
